ip_version,country,scan_date,errorMessage,count
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x10a): tls: server sent two HelloRetryRequest messages,56
ipv4,singapore,2026-04-26,NO_ERROR: 0:Closed by application with reason: no filter chain found,45
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x128): 28:TLS handshake failure (ENCRYPTION_INITIAL) 40: handshake failure,42
ipv4,singapore,2026-04-26,PROTOCOL_VIOLATION: 28:Connection is closed by create session failed,36
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x150): handshake failed,32
ipv4,singapore,2026-04-26,Application error 0x150,29
ipv4,singapore,2026-04-26,timeout: handshake did not complete in time,27
ipv4,singapore,2026-04-26,NO_ERROR,16
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff000019 0xff00001b])",13
ipv4,singapore,2026-04-26,PROTOCOL_VIOLATION: 28:Reject connection,13
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.2',10
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.3',8
ipv4,singapore,2026-04-26,CONNECTION_REFUSED,5
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x178): ALPN negotiation failed. Server didn't offer any protocols,4
ipv4,singapore,2026-04-26,PROTOCOL_VIOLATION,4
ipv4,singapore,2026-04-26,NO_ERROR: 218:Reject connection,3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '118.107.9.6',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.133.220',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.133.232',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.137.73',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.183.190',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.4',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '14.128.63.110',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '143.92.32.11',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '202.79.165.131',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '202.79.166.136',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '202.79.171.167',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '202.79.174.42',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '27.124.18.178',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '27.124.42.238',3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.7',3
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16407 on crypto stream, maximum allowed 16384",3
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.0.4',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.4.16',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '118.107.9.93',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '118.107.9.24',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.0.15',2
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x170): 201:unrecognized name,2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.133.167',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.133.22',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '137.220.131.142',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.4',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.5',2
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x133): tls: invalid signature by the server certificate: crypto/rsa: verification error,2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '27.124.39.158',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.8',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.13',2
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x178): peer doesn't support any known protocol,2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.4.9',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.7.0.16',2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.9',2
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16656 on crypto stream, maximum allowed 16384",2
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16411 on crypto stream, maximum allowed 16384",2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: acme/autocert: missing server name,2
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '127-184-100-101.myrepublic.com.sg',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '101.32.190.153',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xa6a0a7a 0xff000017])",1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xff000017 0x6aba4a7a])",1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x5a2aea6a 0xd4000400])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.7.0.17',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: open /root/cert.crt: permission denied,1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303939 gQUIC 48 gQUIC 46 gQUIC 43 gQUIC 39 0xff00001c 0x6afa0a0a 0x54303438])",1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303939 gQUIC 48 gQUIC 46 gQUIC 43 gQUIC 39 0xff00001c 0xca2a8a2a 0x54303438])",1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303939 gQUIC 48 0x1adabaaa gQUIC 46 gQUIC 43 gQUIC 39 0xff00001c 0x54303438])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.8.0.14',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-101-46-15-140.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '103.114.160.36',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '103.124.107.151',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '103.124.107.2',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '103.124.107.32',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '6hkvip.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: ::: certificate not allowed by ask endpoint http://localhost:3000/domains/verify - non-2xx status code 404,1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'mail.vordeau.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '103.79.76.216',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.21.0.3',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-111-119-213-187.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-111-91-30-117.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for 'ecs-114-119-181-119.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-114-119-188-66.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'bb116-14-58-231.singnet.com.sg',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '118.107.41.13',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '51cma.org',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for 'shopvespa.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '192.168.0.50',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-13-80-16.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-13-82-24.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-8-115-29.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for 'ecs-119-8-124-242.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-8-160-245.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-8-45-131.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-119-8-75-153.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303530 0xaaba0a4a gQUIC 46 gQUIC 43])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '192.168.6.71',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '192.168.3.135',1
ipv4,singapore,2026-04-26,CRYPTO_ERROR (0x150): 200:error:0A000197:SSL routines::shutdown while in init,1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '192.168.50.230',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xff000017 0xabadaaa])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.6.191',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.4.17',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.8.14',1
ipv4,singapore,2026-04-26,"CRYPTO_BUFFER_EXCEEDED: received invalid offset 16660 on crypto stream, maximum allowed 16384",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '129.227.88.201',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for 'cqzuoer.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for 'ywxohs.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '134.122.134.244',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '134.122.151.106',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '134.122.166.154',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '134.122.200.13',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '134.122.200.14',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '134.122.200.16',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.10.235',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.104.70',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'sarooq.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.117.50',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.125.11',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.143.43',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.143.84',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'esercitati.omniavis.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.1.10',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.170.135',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'a4sheetlabels.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.3',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.182.146',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.27.0.5',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.210.45',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.12',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.15.0.6',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.229.12',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.233.62',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.17.0.5',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.254.134',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.34.111',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.47.0.8',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.56.13',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.69.236',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.6.98',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.7.183',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.79.147',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [gQUIC 43 gQUIC 46 0x51303530 0xff000018 0xff000019])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'mpos2-01.sys.lspl.dev',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.86.214',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.88.225',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.88.27',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.91.85',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.9.207',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.92.133',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '139.59.92.177',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '21.153.66.148.host.secureserver.net',1
ipv4,singapore,2026-04-26,INVALID_TOKEN,1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.56.183',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.4.12',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.8.13',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303939 0x9a8a4a0a gQUIC 48 gQUIC 46 gQUIC 43 gQUIC 39 0xff00001c 0x54303438])",1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0x51303939 gQUIC 48 0xfa4a6ada gQUIC 46 gQUIC 43 gQUIC 39 0xff00001c 0x54303438])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.10.1.112',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.11.24.68',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '165-173-13-116.myrepublic.com.sg',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xba7a6a9a 0xff000017])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.31.14.55',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-189-1-230-82.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-190-92-199-8.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi2754658.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3245700.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi1943743.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3069260.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3195116.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi2358314.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3257245.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3173532.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi2958124.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi2358315.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi3238301.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi822326.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi2691855.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi1732973.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi827906.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'vmi827907.contaboserver.net',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-202-170-91-73.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '203.118.55.61',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.18.0.9',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'ecs-213-250-136-1.compute.hwclouds-dns.com',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '27.124.36.86',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '27.125.171-99.unknown.starhub.net.sg',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server TLS configuration available for ClientHello: &{CipherSuites:[4865 4866 4867] ServerName: SupportedCurves:[X25519 CurveP256 CurveP384 CurveP521] SupportedPoints:[0] SignatureSchemes:[PSSWithSHA256 ECDSAWithP256AndSHA256 Ed25519 PSSWithSHA384 PSSWithSHA512 PKCS1WithSHA256 PKCS1WithSHA384 PKCS1WithSHA512 ECDSAWithP384AndSHA384 ECDSAWithP521AndSHA512 PKCS1WithSHA1 ECDSAWithSHA1] SupportedProtos:[h3 h3-29] SupportedVersions:[772] Conn:0xc000264320 config:0xc002b5a340 ctx:0xc0023bc410},1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for 'bb42-61-227-74.singnet.com.sg',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.19.0.153',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.27.0.2',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '43.103.51.101',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server found for '43.103.51.127',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '172.25.107.220',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.28.97',1
ipv4,singapore,2026-04-26,"no compatible QUIC version found (we support [v1 draft-29], server offered [0xa7a0aba 0xd4000400])",1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '192.168.0.3',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.3.16',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.4.7',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.7.4.17',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no server TLS configuration available for ClientHello: &{CipherSuites:[4865 4866 4867] ServerName: SupportedCurves:[X25519 CurveP256 CurveP384 CurveP521] SupportedPoints:[0] SignatureSchemes:[PSSWithSHA256 ECDSAWithP256AndSHA256 Ed25519 PSSWithSHA384 PSSWithSHA512 PKCS1WithSHA256 PKCS1WithSHA384 PKCS1WithSHA512 ECDSAWithP384AndSHA384 ECDSAWithP521AndSHA512 PKCS1WithSHA1 ECDSAWithSHA1] SupportedProtos:[h3 h3-29] SupportedVersions:[772] Conn:0xc000444340 config:0xc00033ed00 ctx:0xc000428320},1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.10.52',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.3.0.6',1
ipv4,singapore,2026-04-26,INTERNAL_ERROR: no certificate available for '10.0.8.7',1
